čь̀rnъ	adj. o	b	čь̀rnъ 		Grammatical information: adj. o 	čь̀rnъ 
l̨ubъ	adj. o		Old Church Slavic:	ljubъ	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Russian:	ljubój	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Czech:	libý	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Slovak:	l'ubý	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Polish:	luby	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Serbo-Croatian:	ljub	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Slovene:	ljȗb	[adj o]	l̨ubъ 
l̨ubъ	adj. o		Other cognates:	liufs	[adj]	l̨ubъ 
l̨ubo	conj.		l̨ubo 		Grammatical information: conj. 	l̨ubo 
l̨ubo	conj.		Old Church Slavic:	ljubo	[conj]	l̨ubo 
l̨ubo	conj.		Russian:	líbo	[conj]	l̨ubo 
l̨ubo	conj.		Old Czech:	l'ubo	[conj]	l̨ubo 
l̨ubo	conj.		Polish:	lub	[conj]	l̨ubo 
l̨ubo	conj.		Old Polish:	lubo	[conj]	l̨ubo 
l̨ubo	conj.		Serbo-Croatian:	ljubo	[conj]	l̨ubo 
l̨ubo	conj.		Other cognates:	liufs	[adj]	l̨ubo 
l̨uby	f. ū		l̨uby 		Grammatical information: f. ū 	l̨uby 
l̨uby	f. ū		Old Church Slavic:	ljuby	[f ū]	l̨uby 
l̨uby	f. ū		Russian:	ljubóv'	[f i]	l̨uby 
l̨uby	f. ū		Old Russian:	ljuby	[f ū]	l̨uby 
l̨uby	f. ū		Old Czech:	luby	[f ū]	l̨uby 
l̨uby	f. ū		Serbo-Croatian:	ljúbav	[f i]	l̨uby 
l̨uby	f. ū		Slovene:	ljubȃv	[f i]	l̨uby 
l̨uby	f. ū		Bulgarian:	ljubóv	[f i]	l̨uby 
l̨uby	f. ū		Lithuanian:	liaupsė̃	[f ē]	l̨uby 
l̨uby	f. ū		Other cognates:	liufs	[adj]	l̨uby 
l̨udìna	m. o; f. ā		l̨udinъ; l̨udìna 		Grammatical information: m. o; f. ā 	l̨udinъ; l̨udìna 
l̨udìna	m. o; f. ā		Old Church Slavic:	prostъ ljudinъ	[m o]	l̨udinъ; l̨udìna 
l̨udìna	m. o; f. ā		Russian:	ljudína	[f ā]	l̨udinъ; l̨udìna 
l̨udìna	m. o; f. ā		Ukrainian:	ljudýna	[f ā]	l̨udinъ; l̨udìna 
l̨udìna	m. o; f. ā		Serbo-Croatian:	ljùdina	[f ā]	l̨udinъ; l̨udìna 
l̨udinъ	m. o; f. ā		l̨udinъ; l̨udìna 		Grammatical information: m. o; f. ā 	l̨udinъ; l̨udìna 
l̨udinъ	m. o; f. ā		Old Church Slavic:	prostъ ljudinъ	[m o]	l̨udinъ; l̨udìna 
l̨udinъ	m. o; f. ā		Russian:	ljudína	[f ā]	l̨udinъ; l̨udìna 
l̨udinъ	m. o; f. ā		Ukrainian:	ljudýna	[f ā]	l̨udinъ; l̨udìna 
l̨udinъ	m. o; f. ā		Serbo-Croatian:	ljùdina	[f ā]	l̨udinъ; l̨udìna 
l̨utъ	adj. o		l̨utъ 		Grammatical information: adj. o 	l̨utъ 
l̨utъ	adj. o		Old Church Slavic:	ljutъ	[adj o]	l̨utъ 
l̨utъ	adj. o		Russian:	ljútyj	[adj o]	l̨utъ 
l̨utъ	adj. o		Czech:	lítý	[adj o]	l̨utъ 
l̨utъ	adj. o		Old Czech:	l'útý	[adj o]	l̨utъ 
l̨utъ	adj. o		Slovak:	l'úty	[adj o]	l̨utъ 
l̨utъ	adj. o		Polish:	luty	[adj o]	l̨utъ 
l̨utъ	adj. o		Serbo-Croatian:	ljȗt	[adj o]	l̨utъ 
l̨utъ	adj. o		Slovene:	ljȗt	[adj o]	l̨utъ 
l̨utъ	adj. o		Bulgarian:	ljut	[adj o]	l̨utъ 
l̨utъ	adj. o		Other cognates:	λύσσα	[f]	l̨utъ 
l̨utiti	v.		l̨utiti 		Grammatical information: v. 	l̨utiti 
l̨utiti	v.		Church Slavic:	ljutiti sę	[verb]	l̨utiti 
l̨utiti	v.		Russian:	ljutít'sja	[verb]	l̨utiti 
l̨utiti	v.		Ukrainian:	ljútyty	[verb]	l̨utiti 
l̨utiti	v.		Czech:	lítiti se	[verb]	l̨utiti 
l̨utiti	v.		Old Czech:	sě	[verb]	l̨utiti 
l̨utiti	v.		Serbo-Croatian:	ljútiti	[verb]	l̨utiti 
l̨utiti	v.		Slovene:	ljútiti	[verb]	l̨utiti 
l̨utiti	v.		Bulgarian:	l. se	[verb]	l̨utiti 
lъžь	f. i		lъžь I 		Grammatical information: f. i 	I.
lъžь	f. i		Russian:	lož'	[f i]	I.
lъžь	f. i		Old Russian:	lъžь	[f i]	I.
lъžь	f. i		Czech:	lež	[f i]	I.
lъžь	f. i		Old Czech:	lež	[f i]	I.
lъžь	f. i		Slovak:	lož	[f i]	I.
lъžь	f. i		Polish:	ɫeż	[f i]	I.
lъžь	f. i		Old Polish:	ɫeż	[f i]	I.
lъžь	f. i		Slovincian:	ɫäž	[f i]	I.
lъžь	f. i		Serbo-Croatian:	lȃž	[f i]	I.
lъžь	f. i		Slovene:	lȃž	[f i]	I.
lъžь	f. i		Other cognates:	lugī	[f]	I.
lъžь	f. i		lъžь II 	lugī	Grammatical information: adj. jo 	I.
lъžь	f. i		Old Church Slavic:	lъžь	[adj jo]	I.
lъžь	f. i		Ukrainian:	lož'	[adj jo]	I.
lъžь	f. i		Other cognates:	luggi	[adj]	I.
lъža	f. jā		lъža 		Grammatical information: f. jā 	lъža 
lъža	f. jā		Old Church Slavic:	lъža	[f jā]	lъža 
lъža	f. jā		Russian:	lža	[f jā]	lъža 
lъža	f. jā		Polish:	ɫża	[f jā]	lъža 
lъža	f. jā		Old Polish:	ɫża	[f jā]	lъža 
lъža	f. jā		Slovincian:	lžȧ̃	[f jā]	lъža 
lъža	f. jā		Serbo-Croatian:	làža	[f jā]	lъža 
lъža	f. jā		Slovene:	lažà	[f jā]	lъža 
lъža	f. jā		Bulgarian:	lăžá	[f jā]	lъža 
lъža	f. jā		Other cognates:	lugī	[f]	lъža 
lъbъ	m. o		lъbъ 		Grammatical information: m. o 	lъbъ 
lъbъ	m. o		Church Slavic:	lъbъ	[m o]	lъbъ 
lъbъ	m. o		Russian:	lob	[m o]	lъbъ 
lъbъ	m. o		Czech:	lebka	[f ā]	lъbъ 
lъbъ	m. o		Old Czech:	leb	[m o]	lъbъ 
lъbъ	m. o		Slovak:	leb	[m o]	lъbъ 
lъbъ	m. o		Polish:	ɫeb	[m o]	lъbъ 
lъbъ	m. o		Slovene:	lǝ̀b	[m o]	lъbъ 
lъgati	v.	b	lъgati 		Grammatical information: v. 	lъgati 
lъgati	v.	b	Grammatical information:		Accent paradigm: b 	lъgati 
lъgati	v.	b	Old Church Slavic:	lъgati	[verb]	lъgati 
lъgati	v.	b	Russian:	lgat'	[verb]	lъgati 
lъgati	v.	b	Czech:	lháti	[verb]	lъgati 
lъgati	v.	b	Old Czech:	lháti	[verb]	lъgati 
lъgati	v.	b	Slovak:	luhat'	[verb]	lъgati 
lъgati	v.	b	Polish:	ɫgać	[verb]	lъgati 
lъgati	v.	b	Serbo-Croatian:	làgati	[verb]	lъgati 
lъgati	v.	b	Slovene:	lǝgáti	[verb]	lъgati 
lъgati	v.	b	Bulgarian:	lắža	[verb]	lъgati 
lъgati	v.	b	Lithuanian:	lūgóti	[verb]	lъgati 
lъgati	v.	b	Latvian:	lùgt	[verb]	lъgati 
lъgati	v.	b	Other cognates:	liugan	[verb]	lъgati 
lъkno	n. o		lъkno 		Grammatical information: n. o 	lъkno 
lъkno	n. o		Czech:	lekno	[n o]	lъkno 
lъkno	n. o		Old Czech:	lekno	[n o]	lъkno 
lъkno	n. o		Slovak:	lekno	[n o]	lъkno 
lъkno	n. o		Slovene:	leknọ	[n o]	lъkno 
lъkno	n. o		Lithuanian:	lū̃gnė	[f ē]	lъkno 
lъskъ	m o		lъskъ 		Grammatical information: m o 	lъskъ 
lъskъ	m o		Russian:	losk	[m o]	lъskъ 
lъskъ	m o		Czech:	lesk	[m o]	lъskъ 
lъskъ	m o		Old Czech:	lesk	[m o]	lъskъ 
lъskъ	m o		Slovak:	lesk	[m o]	lъskъ 
lъskъ	m o		Polish:	ɫysk	[m o]	lъskъ 
lъskъ	m o		Slovene:	lǝ̀sk	[m o]	lъskъ 
lь̑nъ	m. o	b	lь̑nъ 		Grammatical information: m. o 	lь̑nъ 
lь̑nъ	m. o	b	Grammatical information:		Accent paradigm: b 	lь̑nъ 
lь̑nъ	m. o	b	Church Slavic:	lьnъ	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Russian:	lën	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Czech:	len	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Slovak:	l'an	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Polish:	len	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Upper Sorbian:	len	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Serbo-Croatian:	lȁn	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Slovene:	lȃn	[m o/u]	lь̑nъ 
lь̑nъ	m. o	b	Bulgarian:	len	[m o]	lь̑nъ 
lь̑nъ	m. o	b	Lithuanian:	linaĩ	[Nompm o]	lь̑nъ 
lь̑nъ	m. o	b	Latvian:	lini	[Nompm o]	lь̑nъ 
lь̑nъ	m. o	b	Other cognates:	λίνον	[n]	lь̑nъ 
lь̑stь	f. i	c	lь̑stь 		Grammatical information: f. i 	lь̑stь 
lь̑stь	f. i	c	Grammatical information:		Accent paradigm: c 	lь̑stь 
lь̑stь	f. i	c	Old Church Slavic:	lьstь	[f i]	lь̑stь 
lь̑stь	f. i	c	Czech:	lest	[f i]	lь̑stь 
lь̑stь	f. i	c	Slovak:	lest'	[f i]	lь̑stь 
lь̑stь	f. i	c	Old Polish:	leść	[f i]	lь̑stь 
lь̑stь	f. i	c	Upper Sorbian:	lesć	[f i]	lь̑stь 
lь̑stь	f. i	c	Serbo-Croatian:	last	[f i]	lь̑stь 
lь̑stь	f. i	c	Slovene:	lǝ̀st	[f i]	lь̑stь 
lь̑stь	f. i	c	Other cognates:	lists	[f i]	lь̑stь 
lьdza	f. jā		lьdza 		Grammatical information: f. jā 	lьdza 
lьdza	f. jā		Old Church Slavic:	l. jestъ	[adv]	lьdza 
lьdza	f. jā		Church Slavic:	lьdza	[f jā]	lьdza 
lьdza	f. jā		Russian:	l'zja	[adv]	lьdza 
lьdza	f. jā		Czech:	lze	[adv]	lьdza 
lьdza	f. jā		Old Czech:	lzě	[adv]	lьdza 
lьdza	f. jā		Old Polish:	ldza	[adv]	lьdza 
lьgъkъ	adj. o		lьgъkъ 		Grammatical information: adj. o 	lьgъkъ 
lьgъkъ	adj. o		Old Church Slavic:	lьgъkъ	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Russian:	lëgkij	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Czech:	lehký	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Slovak:	l'ahký	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Polish:	lekki	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Serbo-Croatian:	lȁk	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Slovene:	lahȃk	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Bulgarian:	lek	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Lithuanian:	leñgvas	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Latvian:	liêgs	[adj o]	lьgъkъ 
lьgъkъ	adj. o		Other cognates:	raghú-	[adj]	lьgъkъ 
lьga	f. ā		lьga 		Grammatical information: f. ā 	lьga 
lьga	f. ā		Old Church Slavic:	l.jestъ	[adv]	lьga 
lьga	f. ā		Russian:	l'ga	[f ā]	lьga 
lьga	f. ā		Belorussian:	l'ga	[f ā]	lьga 
lьjati	v.		lьjati 		Grammatical information: v. 	lьjati 
lьjati	v.		Old Church Slavic:	lijati	[verb]	lьjati 
lьjati	v.		Czech:	líti	[verb]	lьjati 
lьjati	v.		Old Czech:	léti	[verb]	lьjati 
lьjati	v.		Polish:	lać	[verb]	lьjati 
lьjati	v.		Serbo-Croatian:	lijati	[verb]	lьjati 
lьjati	v.		Slovene:	léja	[verb]	lьjati 
lьjati	v.		Lithuanian:	líeti	[verb]	lьjati 
lьjati	v.		Latvian:	liêt	[verb]	lьjati 
lьjati	v.		Old Prussian:	pralieton	[verb]	lьjati 
lьjati	v.		Other cognates:	λείβω	[verb]	lьjati 
lьněnъ	adj. o		lьněnъ 		Grammatical information: adj. o 	lьněnъ 
lьněnъ	adj. o		Church Slavic:	lьněnǫ	[Accsf adj o]	lьněnъ 
lьněnъ	adj. o		Czech:	lněný	[adj o]	lьněnъ 
lьněnъ	adj. o		Polish:	lniany	[adj o]	lьněnъ 
lьněnъ	adj. o		Serbo-Croatian:	lȁnen	[adj o]	lьněnъ 
lьněnъ	adj. o		Slovene:	lanę̑n	[adj o]	lьněnъ 
lьněnъ	adj. o		Bulgarian:	lénen	[adj o]	lьněnъ 
lьnǫti	v.		lьnǫti 		Grammatical information: v. 	lьnǫti 
lьnǫti	v.		Old Church Slavic:	prilьnǫti	[verb]	lьnǫti 
lьnǫti	v.		Russian:	l'nut'	[verb]	lьnǫti 
lьnǫti	v.		Czech:	lnouti	[verb]	lьnǫti 
lьnǫti	v.		Polish:	lgnąć	[verb]	lьnǫti 
lьnǫti	v.		Old Polish:	lnąć	[verb]	lьnǫti 
lьnǫti	v.		Slovincian:	lnȯ́ų̯c	[verb]	lьnǫti 
lьnǫti	v.		Lithuanian:	lìpti	[verb]	lьnǫti 
lьnǫti	v.		Other cognates:	limpáti	[verb]	lьnǫti 
làjati	v.	a	làjati I 		Grammatical information: v. 	I.
làjati	v.	a	Grammatical information:		Accent paradigm: a 	I.
làjati	v.	a	Old Church Slavic:	lajati	[verb]	I.
làjati	v.	a	Russian:	lájat'	[verb]	I.
làjati	v.	a	Old Russian:	lajati	[verb]	I.
làjati	v.	a	Belorussian:	lájać	[verb]	I.
làjati	v.	a	Ukrainian:	lájati	[verb]	I.
làjati	v.	a	Czech:	láti	[verb]	I.
làjati	v.	a	Old Czech:	láti	[verb]	I.
làjati	v.	a	Slovak:	lát'	[verb]	I.
làjati	v.	a	Polish:	ɫajać	[verb]	I.
làjati	v.	a	Old Polish:	ɫajać	[verb]	I.
làjati	v.	a	Slovincian:	ɫajac	[verb]	I.
làjati	v.	a	Lower Sorbian:	ɫajaś	[verb]	I.
làjati	v.	a	Serbo-Croatian:	lȁjati	[verb]	I.
làjati	v.	a	Slovene:	lȃjati	[verb]	I.
làjati	v.	a	Bulgarian:	lája	[verb]	I.
làjati	v.	a	Macedonian:	lae	[verb]	I.
làjati	v.	a	Lithuanian:	lóti	[verb]	I.
làjati	v.	a	Latvian:	lãt	[verb]	I.
làjati	v.	a	Other cognates:	rā́yati	[verb]	I.
làjati	v.	a	lajati II 		Grammatical information: v. 	I.
làjati	v.	a	Old Church Slavic:	lajati	[verb]	I.
làjati	v.	a	Church Slavic:	lajati	[verb]	I.
làjati	v.	a	Other cognates:	λήθω	[verb]	I.
làpa	f. ā	a	làpa 		Grammatical information: f. ā 	làpa 
làpa	f. ā	a	Grammatical information:		Accent paradigm: a 	làpa 
làpa	f. ā	a	Russian:	lápa	[f ā]	làpa 
làpa	f. ā	a	Old Russian:	lapa	[f ā]	làpa 
làpa	f. ā	a	Czech:	tlapa	[f ā]	làpa 
làpa	f. ā	a	Slovak:	laba	[f ā]	làpa 
làpa	f. ā	a	Polish:	ɫapa	[f ā]	làpa 
làpa	f. ā	a	Serbo-Croatian:	lȁpa	[f ā]	làpa 
làpa	f. ā	a	Slovene:	lápa	[f ā]	làpa 
làpa	f. ā	a	Bulgarian:	lápa	[f ā]	làpa 
làpa	f. ā	a	Lithuanian:	lópa	[f ā]	làpa 
làpa	f. ā	a	Latvian:	lãpa	[f ā]	làpa 
làpa	f. ā	a	Other cognates:	lofa	[m]	làpa 
làska	f. ā	a	làska 		Grammatical information: f. ā 	làska 
làska	f. ā	a	Grammatical information:		Accent paradigm: a 	làska 
làska	f. ā	a	Russian:	láska	[f ā]	làska 
làska	f. ā	a	Czech:	láska	[f ā]	làska 
làska	f. ā	a	Slovak:	láska	[f ā]	làska 
làska	f. ā	a	Polish:	ɫaska	[f ā]	làska 
làska	f. ā	a	Slovincian:	lȧ̃skă	[f ā]	làska 
làska	f. ā	a	Serbo-Croatian:	lȁska	[f ā]	làska 
làska	f. ā	a	Bulgarian:	láska	[f ā]	làska 
làskati	v.		làskati 		Grammatical information: v. 	làskati 
làskati	v.		Old Church Slavic:	laskaaše	[3sgimpf]	làskati 
làskati	v.		Russian:	laskát'	[verb]	làskati 
làskati	v.		Czech:	laskati	[verb]	làskati 
làskati	v.		Slovak:	láskat'	[verb]	làskati 
làskati	v.		Old Polish:	ɫaskanie	[n. jo]	làskati 
làskati	v.		Serbo-Croatian:	lȁskati	[verb]	làskati 
làskati	v.		Slovene:	láskati	[verb]	làskati 
làskati	v.		Bulgarian:	laskája	[verb]	làskati 
làziti	v.	a	làziti 		Grammatical information: v. 	làziti 
làziti	v.	a	Grammatical information:		Accent paradigm: a 	làziti 
làziti	v.	a	Old Church Slavic:	izlaziti	[verb]	làziti 
làziti	v.	a	Russian:	lázit'	[verb]	làziti 
làziti	v.	a	Czech:	laziti	[verb]	làziti 
làziti	v.	a	Slovak:	lazit'	[verb]	làziti 
làziti	v.	a	Polish:	ɫazić	[verb]	làziti 
làziti	v.	a	Serbo-Croatian:	lȁziti	[verb]	làziti 
làziti	v.	a	Slovene:	láziti	[verb]	làziti 
làziti	v.	a	Bulgarian:	lázja	[verb]	làziti 
làziti	v.	a	Other cognates:	lágr	[adj]	làziti 
lakati	v.		lakati 		Grammatical information: v. 	lakati 
lakati	v.		Old Czech:	lákati	[verb]	lakati 
lakati	v.		Upper Sorbian:	ɫakać	[verb]	lakati 
lakati	v.		Lower Sorbian:	ɫakaś	[verb]	lakati 
lakati	v.		Other cognates:	λήθω	[verb]	lakati 
lamъ	m. o		lamъ 		Grammatical information: m. o 	lamъ 
lamъ	m. o		Russian:	lam	[m o]	lamъ 
lamъ	m. o		Polish:	ɫam	[m o]	lamъ 
lamъ	m. o		Serbo-Croatian:	lȃm	[m o]	lamъ 
lamъ	m. o		Slovene:	lam	[m o]	lamъ 
lamъ	m. o		Lithuanian:	lomà	[f ā]	lamъ 
lamъ	m. o		Latvian:	lomà	[f ā]	lamъ 
lasъ	adj. o		lasъ 		Grammatical information: adj. o 	lasъ 
lasъ	adj. o		Russian:	lásyj	[adj o]	lasъ 
lasъ	adj. o		Ukrainian:	lásyj	[adj o]	lasъ 
lasъ	adj. o		Polish:	ɫasy	[adj o]	lasъ 
lasъ	adj. o		Lithuanian:	lokšnùs	[adj u]	lasъ 
lasъ	adj. o		Other cognates:	lascīvus	[adj]	lasъ 
lazъ	m. o		lazъ 		Grammatical information: m. o 	lazъ 
lazъ	m. o		Czech:	laz	[m o]	lazъ 
lazъ	m. o		Old Czech:	laz	[m o]	lazъ 
lazъ	m. o		Slovak:	lazy	[Nompm o]	lazъ 
lazъ	m. o		Polish:	ɫaz	[m o]	lazъ 
lazъ	m. o		Old Polish:	ɫaz	[m o]	lazъ 
lazъ	m. o		Serbo-Croatian:	lȁz	[m o]	lazъ 
lazъ	m. o		Slovene:	lȃz	[m o]	lazъ 
lazъ	m. o		Other cognates:	lágr	[adj]	lazъ 
ležàti	v.	c	ležàti 		Grammatical information: v. 	ležàti 
ležàti	v.	c	Grammatical information:		Accent paradigm: c 	ležàti 
ležàti	v.	c	Old Church Slavic:	ležati	[verb]	ležàti 
ležàti	v.	c	Russian:	ležát'	[verb]	ležàti 
ležàti	v.	c	Ukrainian:	ležaty	[verb]	ležàti 
ležàti	v.	c	Czech:	ležeti	[verb]	ležàti 
ležàti	v.	c	Old Czech:	ležěti	[verb]	ležàti 
ležàti	v.	c	Slovak:	ležat'	[verb]	ležàti 
ležàti	v.	c	Polish:	leżeć	[verb]	ležàti 
ležàti	v.	c	Slovincian:	lìežĕc	[verb]	ležàti 
ležàti	v.	c	Upper Sorbian:	ležeć	[verb]	ležàti 
ležàti	v.	c	Lower Sorbian:	lažaš	[verb]	ležàti 
ležàti	v.	c	Serbo-Croatian:	lèžati	[verb]	ležàti 
ležàti	v.	c	Slovene:	léžati	[verb]	ležàti 
ležàti	v.	c	Bulgarian:	ležá	[verb]	ležàti 
ležàti	v.	c	Macedonian:	leži	[verb]	ležàti 
ležàti	v.	c	Other cognates:	λέχομαι	[verb]	ležàti 
lě̀to	n. o	a	lě̀to 		Grammatical information: n. o 	lě̀to 
lě̀to	n. o	a	Grammatical information:		Accent paradigm: a 	lě̀to 
lě̀to	n. o	a	Old Church Slavic:	lěto	[n o]	lě̀to 
lě̀to	n. o	a	Russian:	léto	[n o]	lě̀to 
lě̀to	n. o	a	Czech:	léto	[n o]	lě̀to 
lě̀to	n. o	a	Slovak:	leto	[n o]	lě̀to 
lě̀to	n. o	a	Polish:	lato	[n o]	lě̀to 
lě̀to	n. o	a	Serbo-Croatian:	ljȅto	[n o]	lě̀to 
lě̀to	n. o	a	Slovene:	lẹ́tọ	[n o]	lě̀to 
lě̀to	n. o	a	Bulgarian:	ljáto	[n o]	lě̀to 
lě̀to	n. o	a	Other cognates:	laithe	[n]	lě̀to 
lě̀zti	v.	a	lě̀zti 		Grammatical information: v. 	lě̀zti 
lě̀zti	v.	a	Grammatical information:		Accent paradigm: a 	lě̀zti 
lě̀zti	v.	a	Old Church Slavic:	izlěsti	[verb]	lě̀zti 
lě̀zti	v.	a	Russian:	lezt'	[verb]	lě̀zti 
lě̀zti	v.	a	Czech:	lézti	[verb]	lě̀zti 
lě̀zti	v.	a	Slovak:	liezt'	[verb]	lě̀zti 
lě̀zti	v.	a	Polish:	leźć	[verb]	lě̀zti 
lě̀zti	v.	a	Slovincian:	lìe̯sc	[verb]	lě̀zti 
lě̀zti	v.	a	Serbo-Croatian:	ljȅsti	[verb]	lě̀zti 
lě̀zti	v.	a	Slovene:	lẹ́sti	[verb]	lě̀zti 
lě̀zti	v.	a	Latvian:	lẽzêt	[verb]	lě̀zti 
lě̀zti	v.	a	Old Prussian:	līse	[verb]	lě̀zti 
lě̀zti	v.	a	Other cognates:	lágr	[adj]	lě̀zti 
lě̑pъ	m. o	c	lě̑pъ I 		Grammatical information: m. o 	I.
lě̑pъ	m. o	c	Grammatical information:		Accent paradigm: c 	I.
lě̑pъ	m. o	c	Church Slavic:	lěpъ	[m o]	I.
lě̑pъ	m. o	c	Czech:	lep	[m o]	I.
lě̑pъ	m. o	c	Slovak:	lep	[m o]	I.
lě̑pъ	m. o	c	Polish:	lep	[m o]	I.
lě̑pъ	m. o	c	Slovincian:	lep	[m o]	I.
lě̑pъ	m. o	c	Upper Sorbian:	lěp	[m o]	I.
lě̑pъ	m. o	c	Serbo-Croatian:	lȉjep	[m o]	I.
lě̑pъ	m. o	c	Slovene:	lẹ̑p	[m o]	I.
lě̑pъ	m. o	c	Other cognates:	lepayati	[verb]	I.
lě̑pъ	m. o	c	lě̑pъ II 	lepayati	Grammatical information: adj. o 	I.
lě̑pъ	m. o	c	Grammatical information:	lepayati	Accent paradigm: c 	I.
lě̑pъ	m. o	c	Old Church Slavic:	lěpъ	[adj o]	I.
lě̑pъ	m. o	c	Czech:	lepý	[adj]	I.
lě̑pъ	m. o	c	Slovak:	lepý	[adj]	I.
lě̑pъ	m. o	c	Serbo-Croatian:	lȉjep	[adj o]	I.
lě̑pъ	m. o	c	Slovene:	lẹ̑p	[adj]	I.
lě̑sъ	m. o	c	lě̑sъ 		Grammatical information: m. o 	lě̑sъ 
lě̑sъ	m. o	c	Grammatical information:		Accent paradigm: c 	lě̑sъ 
lě̑sъ	m. o	c	Old Church Slavic:	lěsъ	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Russian:	les	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Ukrainian:	lis	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Czech:	les	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Slovak:	les	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Polish:	las	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Serbo-Croatian:	lȉjes	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Slovene:	lẹ̑s	[m o/u]	lě̑sъ 
lě̑sъ	m. o	c	Bulgarian:	les	[m o]	lě̑sъ 
lě̑sъ	m. o	c	Other cognates:	lāēs	[f]	lě̑sъ 
lě̑vъ	adj. o	c	lě̑vъ 		Grammatical information: adj. o 	lě̑vъ 
lě̑vъ	adj. o	c	Grammatical information:		Accent paradigm: c 	lě̑vъ 
lě̑vъ	adj. o	c	Old Church Slavic:	lěvъ	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Russian:	lévyj	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Czech:	levý	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Slovak:	l'avý	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Polish:	lewy	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Serbo-Croatian:	lȉjevī	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Slovene:	lẹ̑v	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Bulgarian:	ljav	[adj o]	lě̑vъ 
lě̑vъ	adj. o	c	Other cognates:	λαιός	[adj]	lě̑vъ 
lě̑xà	f. ā	b	lě̑xà 		Grammatical information: f. ā 	lě̑xà 
lě̑xà	f. ā	b	Grammatical information:		Accent paradigm: b 	lě̑xà 
lě̑xà	f. ā	b	Old Church Slavic:	lěxa	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Russian:	lexá	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Ukrainian:	ljaxá	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Czech:	lícha	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Old Czech:	lécha	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Polish:	lecha	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Old Polish:	lecha	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Serbo-Croatian:	lijèha	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Slovene:	lẹ́ha	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Bulgarian:	lehá	[f ā]	lě̑xà 
lě̑xà	f. ā	b	Lithuanian:	lýsė	[f ē]	lě̑xà 
lě̑xà	f. ā	b	Old Prussian:	lyso	[f ē]	lě̑xà 
lě̑xà	f. ā	b	Other cognates:	līra	[f]	lě̑xà 
lěgati	v.		lěgati 		Grammatical information: v. 	lěgati 
lěgati	v.		Old Church Slavic:	lěgati	[verb]	lěgati 
lěgati	v.		Russian:	legát'	[verb]	lěgati 
lěgati	v.		Old Russian:	lěgati	[verb]	lěgati 
lěgati	v.		Czech:	lehati	[verb]	lěgati 
lěgati	v.		Polish:	legać	[verb]	lěgati 
lěgati	v.		Upper Sorbian:	lěhać	[verb]	lěgati 
lěgati	v.		Lower Sorbian:	lěgaś	[verb]	lěgati 
lěgati	v.		Serbo-Croatian:	lijègati	[verb]	lěgati 
lěgati	v.		Slovene:	lẹ́gati	[verb]	lěgati 
lěgati	v.		Bulgarian:	ljágam	[verb]	lěgati 
lěgati	v.		Other cognates:	λέχομαι	[verb]	lěgati 
lěnъ	adj. o	c	lěnъ 		Grammatical information: adj. o 	lěnъ 
